Headline,Is_sarcastic
Republicans Prove They Can Focus During A Pandemic... On Confirming Judges,0
"Esper Reverses Course Again, Orders Troops Out Of D.C.",0
Historic Anti-Lynching Legislation Blocked In The Senate By Rand Paul,0
Trump's Former Defense Secretary Called Him A Threat To The Republic. The GOP Doesn't Care.,0
Porn Actor Nacho Vidal Arrested In Photographer's Toad Venom Death,0
Al Sharpton Announces March On Washington In August,0
Senate Democrats Kneel In Protest Of Racial Injustice,0
"COVID-19's Economic Fallout Is Hitting The Black Community Hard, Too",0
American Policing Has Always Been About Enforcing White Supremacy,0
2020 Isn't 1968 And Donald Trump Isn't Richard Nixon,0
Study Authors Retract Influential Lancet Hydroxychloroquine Article,0
Curfews Make Life Even Harder For Essential Workers,0
California Cop Fatally Shoots Kneeling 22-Year-Old After Mistaking Hammer For Gun,0
Facebook To Label State-Controlled Media Organizations,0
Man Charged In Ahmaud Arbery Murder Allegedly Used Racist Slur As Victim Lay Dying,0
"Donald Trump Has Made The U.S. ‘No Longer Safe,’ Elizabeth May Says",0
"Inmate In Brooklyn's Federal Jail Dies After Being Pepper-Sprayed, Removed From Cell",0
"Amy Cooper, Who Falsely Accused Black Man In Central Park, Gets Dog Back",0
"Philadelphia Inquirer Staffers Launch Protest After Newspaper's 'Buildings Matter, Too' Headline",0
"The ‘Surreal, Beautiful’ Moment Protesters Sang ‘Lean On Me’ Outside The White House",0
Obama Photographer Takes Not-So-Subtle Swipe At Donald Trump's Bible Stunt,0
Nearly 1.9 Million Sought Unemployment Aid Last Week,0
Hong Kong Outlaws Insulting China's National Anthem,0
Philadelphia Inquirer Apologizes For ‘Deeply Offensive’ Headline On Protests Column,0
"3 Men With Right-Wing Extremist Ties Plotted To Terrorize Vegas Protests, Prosecutors Say",0
"More Than 10,000 People Reportedly Arrested At U.S. Protests",0
California Gov. Newsom Likes To ‘Go Big’ But Doesn’t Always Deliver,0
Texas Lt. Gov: Racism Won’t Stop Until We ‘Accept Jesus Christ’,0
Anderson Cooper Dismantles Kayleigh McEnany’s ‘Like Churchill’ Defense Of Trump,0
German Man Identified As Suspect In Case Of Missing UK Girl Madeleine McCann,0
NYPD Uses Aggressive Tactics On Peaceful Demonstrators Out After Curfew,0
Report: 39 Injured In Knife Attack At Chinese Kindergarten,0
NYT Staffers Slam Paper For Publishing Senator's 'Send In The Troops' Op-Ed,0
George Conway's Group Says 'Coward' Trump Just 'Became What We Always Feared',0
California Lawmakers Block Facial Recognition Bill Amid Protests Against Racist Policing,0
"William Barr's Vast, Nameless Army Is Being Brought To Bear On D.C. Protesters",0
Obama Offers Further Support Of Anti-Racism Protests: 'I'm Proud Of You Guys',0
"As Congress Tries To Reform Policing, Democrats Face Classic Legislative Dilemmas",0
Virginia To Take Down Robert E. Lee Statue,0
'Appalled' Jim Mattis Says Trump Has Divided The Nation,0
Trump Went Full-On Fascist For A Photo-Op. What’s He Willing To Do To Keep Power?,0
Jimmy Carter: Powerful People Must Say 'No More' To Racist Justice System,0
Trump Defends Church Photo Op: ‘I Think It Was Very Symbolic’,0
Senate Passes Bill To Give Paycheck Protection Plan Loan Recipients More Flexibility,0
Democratic Leaders Play Catch-Up On Black Lives Matter Movement,0
Republicans Push 'Return To Work Bonus' As Alternative To Unemployment,0
Progressive Groups To Spend Big On Unseating Bronx Rep. Eliot Engel,0
"Tammy Duckworth: Trump's Use Of Military Against Protesters Is ""Disgusting""",0
Obama Steps Out As Nation Confronts Confluence Of Crises,0
Democrats Demand Answers After Protesters Cleared From Park For Trump Stunt,0
Sean Hannity And Jill Rhodes Divorce After 26 Years Of Marriage,0
3 More Former Cops Charged In The Killing Of George Floyd,0
D.C. National Guard To Investigate Helicopter's 'Show Of Force' Against Protesters,0
NFL QB: Drew Brees: 'I Will Never Agree With Anybody Disrespecting The Flag',0
Army: Defense Secretary Reverses Plan To Send Active-Duty Troops Home,0
George Floyd's Son Visits Site Where Father Was Killed: 'We Want Justice',0
Trump Brutally Mocked For Saying He Went To Bunker Just To Inspect It,0
Philadelphia Removes Controversial Statue Of Ex-Mayor Frank Rizzo After Protests,0
Think Before You Link: How You Can Help Fight Misinformation Online,0
Trump Claims He Went To White House Bunker During Protests 'For An Inspection',0
Defense Secretary: 'I Do Not Support Invoking The Insurrection Act',0
George Floyd's 6-Year-Old Daughter In Viral Video: 'Daddy Changed The World',0
NBC Reporter Jo Ling Kent Hit By Police Flash-Bang Grenade In Seattle,0
"Pentagon Adviser Resigns, Slams Defense Secretary Esper Over Trump Photo-Op",0
UK Stats Watchdog Slams Matt Hancock's 'Misleading' Testing Figures,0
BAME People Are More Likely To Die Of Coronavirus Than White People,0
Italy Marks A Historic Turning Point in the Pandemic,0
Cory Booker Asks A Pointed Question Over And Over In Senate Speech Against Racism,0
Washington Post Editorial Issues Dire Warning To Trump Aides 'Enabling His Incitement',0
"New Yorkers Said ‘F**k The Police,’ So The Police Rioted",0
GOP Group Scorches Trump On Fox News With Call To End His 'American Carnage',0
Tiffany Trump Joins Blackout Tuesday Campaign On Instagram,0
Symbol In The Sky? Largest Free-Flying American Flag Torn To Shreds By Storm,0
"Police Shove, Make AP Journalists Stop Covering New York Protest",0
Justin Trudeau Pauses For A Very Long Time Before Answering Question About Trump,0
Former Joint Chiefs Chairman Sounds Off On Trump: 'I Cannot Remain Silent’,0
Warren Calls For DOJ Probe Amid Reports Attorney General Ordered Protesters Removed,0
Houston Police Chief Rips Trump’s Violent Rhetoric: 'Keep Your Mouth Shut',0
Brit Hume Slams Biden’s Call For Racial Justice As ‘Black Grievance Politics’,0
L.A. Residents Flood Zoom Meeting With Calls For LAPD Chief To Resign,0
Chilling Image Of Masked Soldiers Blocking Lincoln Memorial Draws Outcry Online,0
Trump Called In The Military To Scare Anti-Racist Protesters. They Showed Up Anyway.,0
SHOCK: White Supremacist Congressman Steve King Defeated In GOP Primary,0
Gianforte Wins In Montana's All-Mail Republican Governor Primary,0
Paulette Jordan Wins Idaho Senate Democratic Primary,0
Retired St. Louis Police Captain Killed Amid Unrest,0
Ferguson Just Elected Its First Black Mayor,0
"Even Pat Robertson Is Turning On Trump: 'You Just Don't Do That, Mr. President'",0
Bronx Rep. Eliot Engel’s Hot Mic Moment Gives Progressive Opponent An Opening,0
Defense Secretary Says He 'Didn't Know' He Was Going With Trump To Photo-Op,0
Louisville Barbecue Chef Killed Amid Protests Leaves 'Great Legend Behind',0
Trump Says RNC Will Pull Convention From North Carolina,0
Zuckerberg Says Trump's Inflammatory Facebook Post Doesn't Incite Harm: Report,0
The Militarization Of Local Police Has Been Decades In The Making,0
NFL Team Named For Racial Slur Gets Dragged For Blackout Tuesday Tweet,0
How People Are Protesting On The Streets After George Floyd's Death,0
"George W. Bush: George Floyd's Death Means It's Time To Listen, Not Lecture",0
Top Senate Republicans Brush Aside Trump Gassing Protesters,0
Former Minneapolis Mayor: Democrats ‘Shouldn’t Be Afraid’ Of Police Unions,0
"North Carolina Dog Didn't Have Coronavirus After All, Officials Say",0
D.C. Man Who Opened Door To Protesters: I Hope My Son Grows Up To Be Like Them,0
Washington Archbishop Condemns Trump's Visit To Catholic Shrine,0
Big Oil Wanted Changes To Worker Safety Rule. Emails Show Trump Official ‘Agreed.’,0
Minnesota Files Civil Rights Charge Against Police In George Floyd's Death,0
Facebook Engineer Resigns Over Zuckerberg's Handling Of Trump Posts,0
"Amid Uprisings, Schools Consider Terminating Their Contracts With Police",0
Confederate Statue Taken Down In Virginia,0
Religious Leaders Say They Were Tear-Gassed For Trump's Church Photo-Op,0
Civil Rights Leaders Slam Zuckerberg After Meeting On Trump Posts,0
6 Atlanta Officers Charged After Brutally Pulling Students From Car,0
"Company Denied Woman Coronavirus Sick Leave, Then Fired Her: Lawsuit",0
Biden Promises 'Era Of Action' To Battle Racial Inequality,0
L.A. Police Chief Walks Back Blaming Looters For George Floyd's Death,0
"China Delayed Releasing Coronavirus Info, Frustrating WHO: AP Report",0
7 Races To Watch On The First Big Primary Day Of The Pandemic,0
"West Point Cadets Ordered Back For Trump's Speech Test Positive For Coronavirus, Army Says",0
Death Toll Grows In National Protests Over George Floyd Police Killing,0
"Demonstrations, Violence Engulf Cities After Trump Threatens To Send In Troops",0
"Conservative Icon George Will Urges Nov. Sweep: Vote Out Trump, All GOP Enablers",0
Fox News Legal Analyst Delivers Withering Critique Of Trump’s Protests Rhetoric,0
Twitter Users Spot The Utter Hypocrisy Of Trump’s Past Advice About Protests,0
Ex-RNC Chair: Trump 'Does Not Believe In The Ideals Of This Country',0
Judge Raises Suspicions With Appeals Court About DOJ Motives For Dropping Flynn Charges,0
'Beyond Gaslighting': NY Times Ripped For 'Pathetic' Front-Page Trump Coverage,0
D.C. Residents Open Their Doors To Save Protesters From The Police,0
"SUV Barrels Into Police Officers During Floyd Protest In Buffalo, Injuring 2",0
"Gregg Popovich Unleashes On Trump: 'He's Not Just Divisive, He's A Destroyer'",0
States Reject Trump’s Threat Of Military Crackdown: ‘Stay Out Of Our Business’,0
'Who's The Thug Here?': Anderson Cooper Unleashes On Donald Trump,0
'Revolting': Trump Gets Holy Hell On Twitter For Using Bible As Photo-Op Prop,0
"As Protests Swell, Trump Vows To Unleash Military Against Anti-Racist Demonstrations",0
Of Course Donald Trump Gassed Americans For A Photo-Op,0
Louisville Police Chief Fired After Bodycams Left Inactive In Fatal Shooting,0
D.C. Church 'Outraged' That Trump Used It As Photo-Op,0
Trump Poses With Bible After Having Protesters Cleared Away With Tear Gas,0
Republicans Have Some Concerns With Donald Trump's Tone Right Now,0
Trump Justice Department Gears Up For War On Antifa ‘Terrorists',0
Prosecutor Says No Charges In Deadly Shooting Of Omaha Protester James Scurlock,0
Donald Trump Vows To Crack Down On Anti-Racist Protests In Surreal Rose Garden Speech,0
"Families Of George Floyd, Breonna Taylor Urge Nonviolence Amid Protests",0
Right-Wing Media’s Antifa Obsession Is Creating A Justification For Harsh Protest Crackdowns,0
Rush Limbaugh Tells Breakfast Club: 'I Don't Feel Like I'm A White Supremacist',0
Minneapolis Police Chief: 3 Other Cops Were 'Complicit' In George Floyd’s Killing,0
Trump’s History Of Racism Catches Up To Him In Nation’s Worst Racial Crisis In Decades,0
Facebook Workers Stage 'Virtual Walkout' To Protest Inaction On Trump Posts,0
The World Is Watching America In Horror,0
Owner Whose Store Called 911 On George Floyd: 'I Wish The Police Were Never Called',0
"EPA Mounts A New Strike On States’ Rights, This Time To Boost Pipeline Companies",0
Autopsy Finds George Floyd's Death Due To 'Homicide By Asphyxia',0
Trump's Tough Talk To Governors Compared To An Arsonist Blaming Fire Departments,0
"Dallas Police Asks Public To Snitch On Protesters, But People Troll Them Instead",0
Facebook Employees Push Back On Zuckerberg's Non-Response To Trump Rhetoric,0
Florida Police Officer Suspended After Shoving A Kneeling Black Woman Amid Protest,0
Congo Faces 2nd Ebola Outbreak In Northern Province,0
Defund The Police,0
Staples Center Employee Realizes He Left Shot Clock Buzzer On This Whole Time,1
Entire Oklahoma State Team To Boycott Season After Mike Gundy Seen In NCAA Shirt,1
Fantasy Baseball League Commissioner Knows Handling Of Pandemic Will Define His Legacy,1
Adidas Unveils New Line Of Soccer Stuff,1
Red Sox Ask Fans To Switch From Racial To Homophobic Slurs When Taunting Opposing Players,1
Kyrie Irving Suggests NBA Hold Games Inside Higher Plane Of Reality Beyond Limits Of Mortal Realm,1
The Greatest NBA Teams Of All Time,1
Roger Goodell Insists Martin Luther King Jr. Would Have Wanted 17-Game Football Season In Front Of Full Stadiums,1
Adam Silver Shows Solidarity With Players By Inserting Self As Milwaukee Bucks Point Guard,1
Governor Upset Barber Would Be So Reckless As To Get Near Ben Roethlisberger,1
German Soccer League Simulates Presence Of Fans By Pumping Racial Slurs Into Stadiums,1
NFL Reminds Black Coaches They’ll Get Their Chance Once League Runs Out Of Grudens And Shanahans,1
Desperate Sports Fan Would Almost Be Willing To Watch Own Kids Play In Backyard At This Point,1
11 Greatest Sports Moments Made Possible By PEDs,1
‘The Last Dance’ Director Defends Creative Choice To Flash Forward To 2046,1
"Stephen A. Smith: ‘I’ve Loved Ha-Seong Kim For Years, But He Will Simply Never Be The Player Jeong Choi Is’",1
Golden Boy Boxing Applies For PPP Loan To Continue Paying Off Judges,1
Belarusian Soccer Execs Pop Champagne On New Mega Yacht To Celebrate Wave Of Increased Popularity That Will Surely Last Forever,1
NCAA Wonders Why Financially Struggling Student Athletes Didn’t Just Exploit Labor Of Others,1
Charles Barkley: ‘Michael Jordan Would Have Been Nothing Special Had He Played In My Day’,1
Jay Cutler’s Marriage Completion Percentage Drops To Zero,1
Millions Of ‘Last Dance’ Viewers Hooked By Thrilling Benny The Bull Paternity Suit Story,1
89-Year-Old Football Fan Still Finds It Surreal That Draftees Are Younger Than Him,1
"Tampa Bay Also Acquires Deion Branch, Kevin Faulk, Troy Brown From Patriots",1
Top Prospects Of The 2020 NFL Draft,1
Rob Gronkowski Hoping Bucs Trade For Tom Brady Too,1
Gronkowski Breaks 6 Tackles On Way Out Of Neurology Clinic To Finalize Trade With Tampa Bay,1
Novak Djokovic Clarifies Anti-Vaccine Comments By Insisting He’s Always Supported Having Sponsors,1
Regretful ‘The Last Dance’ Producers Realize They Probably Should’ve Tried To Interview Michael Jordan,1
Potential Ways For Sports To Restart During Coronavirus,1
Taiwanese Robot Baseball Fan Ejected For Yelling Slurs At Pitch Camera,1
Bulls Fire GM After 6-Week Winless Streak,1
Olympic Torchbearer Has Been Jogging In Place On Street Corner For Past 2 Weeks,1
"ESPN Execs: ‘Fuck It, Air The Dogfighting’",1
Quarantined Umpire Cleans His Entire Home With Tiny Brush,1
Avid Sports Bettor Forced To Gamble On Stock Market Like Real Degenerate,1
Kawhi Leonard Misses Second Consecutive Family Game Night Citing Load Management,1
Tom Brady Awakens From Week-Long Kombucha Bender To Discover He’s A Tampa Bay Buccaneer,1
Olympic Dressage Rider Enraged After Spending Past 4 Years Jauntily Trotting Around On Horse For Nothing,1
Bucs Sign Replacement-Level Veteran To Hold Down QB Position Until They Draft Starter,1
Kansas Basketball Devastated They Won’t Get Opportunity To Vacate National Championship,1
Tom Brady: ‘I Want To Thank All The Insufferable New England Fans For Giving Me A Reason To Get The Hell Out Of Here’,1
Orioles Suggest That MLB Maybe Consider Canceling Entire Season Just To Be Totally Safe,1
James Harden Pledges 10 Million Dollar Bills To Keep Nation’s Strip Clubs Afloat During Pandemic,1
Olympic Committee Announces Tokyo Games Will Still Go On As Planned Because True Athletes Embrace Every Obstacle That Comes Their Way,1
NFL Draft Prospect Sets Combine Record By Scrubbing Entire Social Media Presence In 17.64 Seconds,1
Professional Rodeo Cowboys Association Horrified To Learn Madison Bumgarner Risking Health As Baseball Pitcher,1
Timberwolves Fire Clerk On Accounts Receivable Team In First Step Towards Turning Franchise Around,1
Pete Alonso Asks Teammates Whether They’d All Rather Sign Up For Volleyball This Year,1
Giannis Antetokounmpo To Take Off Next 3 Seasons With Standard European Paternity Leave,1
Chiefs Fan Adjusting To New Life Of Solely Being Depressed About Life In Missouri,1
Embarrassed Ben Simmons Retracts Criticism Of Sixers After Remembering He On Team,1
Andy Reid After Super Bowl Win: ‘I Can Now Die Of A Heart Attack In Peace’,1
Victorious Patrick Mahomes Thanks Bears For Drafting Mitchell Trubisky,1
Mike Shanahan Storms Onto Super Bowl Field To Berate Ref For Bullshit Call Against His Boy,1
"Adorable Super Bowl Encourages Fans To Adopt Abandoned, Stray Football Players",1
Bored 49ers Fan Already Watched J. Lo Perform At Start-Up’s Holiday Party,1
"‘She’s About My Age,’ Reports Mom Watching Halftime Show",1
"Sammy Watkins Stops Running In Middle Of Route To Look Around, Soak In This Special Moment",1
FOX Adds Highlighted Line On Field Showing Women How Far Away They Should Stay From Tyreek Hill,1
Nick Bosa Frustrated Some Guy Always Standing In Way When He’s Trying To Rush Pocket,1
"‘I’m Just Here For The Commercials,’ Jokes Man At Super Bowl Party Too Embarrassed To Admit He Desperate For Any Human Company",1
Panicked Referee Trying To Retrieve Super Bowl Coin From Vending Machine Before Opening Toss,1
Increased Security Requirements For Super Bowl Mandate All Fan Clothes Be Made From Transparent Plastic,1
Aaron Rodgers Pledges To Dedicate Off-Season To Growing As Brand Ambassador,1
"Seattle Mariners Offhandedly Suggest Astros’, Red Sox’ Titles Be Awarded To Them Instead",1
Eli Manning Retires From NFL To Focus On Being Statistically Average Father,1
‘The Onion’ Looks Back On The Hall-Of-Fame Career Of A-Rod’s Teammate,1
Conor McGregor Credits Excellent Pre-Fight Shape To Routine Of Hurling Heavy Objects In Public Spaces,1
NCAA Determines Becoming A Bengal Punishment Enough For Joe Burrow Taking Cash From Odell Beckham,1
Drew Brees Hoping Family Doesn’t Just Get Him Football For Christmas Again,1
Cubs Sign Sammy Sosa To $300 Million Deal Just To Give Casual Fans Point Of Reference,1
Patriots Claim Unsanctioned Recording Was Only For Project Julian Edelman Working On For Filmmaking Class,1
Gordon Hayward Confident He Still Has His Most Gruesome Injuries Ahead Of Him,1
Russian Olympic Program Denies Steroids Played Role In 8-Year-Old Gymnast Hurling Balance Beam Through Wall To Escape,1
Parents Sign Up Mitch Trubisky For Rec Soccer Team In Hopes He’ll Develop Interest In Sports,1
Hands-Off Fantasy Football Player Only Checks Team 132 Times Each Sunday,1
Antonio Brown Proves He’s Changed Man By Breaking Into Robert Kraft’s House In Middle Of Night To Apologize,1
Ovechkin Shanks Slapshot Into Stands After Unruly Fan Coughs During Backswing,1
Kyrie Irving Debuts Signature Shoe Inspired By RFID Chips Government Secretly Implants In Anesthetized Patients,1
Matthew Stafford Admits He’d Play Through Back Injury For Better Team Than Lions,1
Bengals Assure Injury Prone Tua Tagovailoa He Can Have Any Of Andy Dalton's Organs,1
Guy Who Had Least To Do With Play’s Success Celebrating The Most,1
Fox Preempts Jets-Redskins Game In First Quarter For More Exciting Shot Of Empty ‘NFL Sunday’ Studio,1
NFL Rescinds Myles Garrett Suspension After Review Footage Clearly Shows Mason Rudolph’s Punchable Fucking Face,1
Colin Kaepernick’s Agents Assure Teams His CTE Has Progressed Just As Much As Other Players Over 3-Year Hiatus,1
Magnanimous MLB Awards MVP To Hardworking Stadium Concession Staffers,1
Fan Wishes Team Was Sponsored By A Cooler Corporation,1
Sacramento Pledges To Power Arena With 100% Windmill Dunk Energy By 2030,1
"Grizzled, White-Bearded Donald Driver Emerges From 7-Year-Long Lambeau Leap",1
Referee Reviewing Replay Excited To See Self On TV,1
Lions Switch To No-Coverage Defense To Prevent Mitch Trubisky From Losing Starting QB Job,1
Adam Eaton Spends Nationals Parade In Secure Bunker As Team’s Designated Survivor,1
"Astros Fan Announcing Game 7 After Joe Buck Scalps Press Pass For $25,000",1
Fair-Weather Bills Fan Not Even Banned From Stadium,1
Dad Reports Old Guy Being Honored On Field Always Choked In Playoffs,1
Researchers Discover Referees Evolved Stripes To Warn Predators Against Pass Interference,1
A.J. Hinch Warns Astros If They Lose World Series All The Hurricanes Will Come Back,1
"Dak Prescott Gains 80 Pounds, Moves Back In With Parents To Prepare For Role In Chunky Soup Ad",1
Pelicans HR Informs Zion Williamson Knee Surgery Not Covered By Insurance Until 90 Days Into First Season,1
Pelicans Doctors Recommend Zion Williamson Drop Some Height To Lessen Stress On Injured Knee,1
C.C. Sabathia: ‘The Onion’ Looks Back On The Career Of The Hardest-Working Belt In Baseball,1
"NFL Game Day Prepper Stockpiles Coolers Of Bud Light, Hundreds Of Pounds Of Grilled Meat In Underground Bunker",1
NBA Quietly Waiting For NFL To Fuck Up And Take Some Heat Off,1
Kyler Murray Stuns On Field In New Platform Cleats,1
Patriots Bring Up Young Rookie From Practice Squad To Provide Fresh Blood For Tom Brady,1
Skip Bayless Slams History Of Chinese Post-Opium War Intervention Anxiety In 6-Hour ‘Undisputed’,1
Job-Hunting Jay Gruden Frantically Scrubs Social Media Of Anything Associated With Redskins,1
Juan Soto Sheepishly Asks Group Of Nationals Fans Entering Liquor Store If They Can Buy Beer For Him After Win,1
Vontaze Burfict Expresses Deep Regret For Letting Jack Doyle Live,1
Bill Belichick Praises Patriots’ Discipline And Dedication In Building The Device,1
"Cubs Pitching Coach Forced To Clean Up Trembling, Piss-Covered Pitchers After Leaving Them Locked In Bullpen All Day",1
Brewers Players Showering Themselves In Beer Unaware They Clinched Playoff Spot,1
NFL Reaffirms Commitment To Player Safety By Eliminating QB Position,1
FIFA Unveils Strict New Rule Limiting Fans To 5 Racist Chants Per Game,1
Obsessive-Compulsive Baseball Player Has To Touch All 3 Bases Before Going Home,1
Rob Gronkowski’s Wife Gets Out Photo Album To Prove To Him He's Met Tom Brady,1
Overwhelmed Dolphins GM Asks Players To Please Use Automated Email Form When Making Trade Requests,1
NFL Pre-emptively Adds Whatever Bullshit Gronk Hawking To Banned Substance List,1
Cubs Team Doctor Recommends Anthony Rizzo Rehab Injured Ankle By Engaging In Light Physical Activities Like Baseball,1
Antonio Brown Excited At Opportunity To Pursue Fresh Victims In New England,1
Dolphins Fan Starting To Think Brian Flores Not Chief Architect Of Patriots’ Success,1
Ben Roethlisberger Assures Women Of Pittsburgh He Not Done Yet,1
New ESPN Peyton Manning Segment Breaks Down Current Crop Of Quarterback Commercials,1
Roger Goodell: It Nearly Impossible For League To Keep Up With Crimes Regularly Committed By NFL Players,1
Sam Darnold’s Mono Diagnosis Forces Jets To Crack Down On Kissing In Huddle,1
"Stephen A. Smith Retreats To Tranquil, Secluded Fig Tree To Contemplate On Meaning Of NFL Week One",1
Indianapolis Motor Speedway Forced To Lower Speed Limit To 20 MPH After Elementary School Opens Next To Straightaway,1
Financial Advisor Urges Ezekiel Elliott To Set Aside 20% Of Salary For Paying Off Women To Keep Quiet,1
Gregg Popovich Invites Tim Duncan To Address Team USA On Dangers Of Hypernationalism,1
Kobe Bryant Claims He Would’ve Won 12 Rings If Shaq’s Deadbeat Father Was Around To Instill Stronger Work Ethic,1
Case Keenum Wins Redskins Starting Job With Heartfelt ‘What I Like Most About Football Is’ Essay,1
"Kid Only Pitcher Because He’s Son Of Coach, Gets Daily One-On-One Training, Goes To Pitching Camp Every Summer",1
Derek Carr Distraught After Reading ‘Hard Knocks’ Script Where He Stabs Antonio Brown In Season Finale,1
Derek Jeter Just Going To Go Ahead And Count Stray Cats In Marlins Attendance Figure,1
"Football Program In Jeopardy After High School Allocates $500,000 To ‘Little Women’ Production",1
Cowboys Team Doctor Breaks News That Mentally Deteriorating Jerry Jones Will Soon Be Unable To Recognize Single Player On Roster,1
Jay-Z Pledges To Make Sure Colin Kaepernick Gets Contract At NFL Stadium Shop,1
Aging Boxing Veteran Wishes Someone Had Told Him Being Punched Unconscious Could Damage His Brain,1
Cautious Browns Fan Not Expecting Team To Do Better Than 13-3,1
"Report: Little League Pitchers Could Avoid Overtaxing Their Arms By, You Know, Getting Somebody Out",1
Report: It Crazy MLB Still Counts Stats From Segregated Era,1
NFLPA Warns Holdouts They Need To Consider The Risk That They’ll End Up Having To Sign With Jets,1
Perfectionist Jon Gruden Forces ‘Hard Knocks’ To Film 78th Take Of Scene Where He Cuts Rookie,1
Man Told He’d Never Make It As Pro Defies Them All By Sucking For 4 Years In AA Ball,1
Kawhi Leonard Worried He’s Succumbing To Glitzy L.A. Lifestyle After Purchasing Flashy 2016 Subaru,1
"Stephen A. Smith: ‘Carmelo Anthony Deserves To Be Buried In An Unmarked Grave, Forgotten By Time’",1
Tim Duncan Maps Out Spurs’ Genealogy After Being Hired As Team Archivist,1
"LeBron James Reveals School He Founded Has Seen Huge Gains In English, Math, And Dunk Testing",1
ESPN Impressed By Mark Sanchez’s Ability To Point Out Football Field,1
Russell Westbrook Quietly Asks Rockets Team Doctor If He Needs To Make Free Throw To Pass Physical,1
"U.S. Soccer Federation Argues It Ridiculous For Female Players To Expect Same Pay As Huge Stars Like Daniel Lovitz, Djordje Mihailovic",1
Phoenix Suns Gorilla Involved In Altercation At Glendale-Area Gentlemen’s Club,1
Norfolk Tides Third Baseman Sent Down To Baltimore Orioles,1
Nenê Wins NBA’s Tenth Man Of The Year Award,1
"James Harden, Chris Paul Deny Rumors Of Discord, Say They Are Fully Committed To Team At State Farm",1
Little League Coach Just Washed-Up Former Little Leaguer,1
"Josh McCown Retires After Signing One-Day Contract With Cardinals, Lions, Raiders, Dolphins, Panthers, 49ers, Bears, Buccaneers, Browns, Jets",1
Nike Touts New Sports Bra With Latest Breast-Crushing Technology,1
"Warriors Attribute Finals Loss To Durant’s Ruptured Achilles, Klay’s Torn ACL, Curry Being Hit By Bus Near End Of Game 6",1
Golfer Can Never Remember If He’s Matt Kuchar Or Brooks Koepka,1
St. Louis Officials Encourage Celebrating Blues Fans To Just Burn City Down And Finally End This,1
Kevin Durant Announces Plans To Return For Final Game With Warriors,1
NBA Commentators Confirm Steve Kerr Not Enough Of An Insufferable Prick To Be Considered All-Time Great Coach,1
Dedicated Warriors Fan Contends He Was Obnoxious Asshole Long Before Team Got Good,1
Andrew McCutchen Embarrassed He Somehow Hurt Himself Playing Baseball,1
Cleveland Indians Game Delayed As Slider Goes Into Labor On Field,1
Robert Kraft Agrees To Take Voluntary Leave Of Absence From Orchids Of Asia Day Spa,1
Blues Forced To Forfeit Stanley Cup After Exhausting Annual Travel Budget,1
Depressed LeBron James Realizes That At His Age Copernicus Was Developing Theory Of Heliocentrism,1
NBA Requests Fans Sitting Courtside Not Release Derivative Albums,1
Coach’s Un-Athletic Son Going To Get Fucking Reamed After Game For Dropping Fly Ball,1
Employee Using Up Sick Days Before Leaving Company,1
Zion Williamson Excited To Play For Team With Proven History Of Frittering Away Generational Talents,1
Adam Gase To Play All 22 Positions After Pushing Out Entire Jets Team,1
New MLB Rules Reduce Number Of Mound Conjugal Visits,1
"Shit, No Way Stadium Staff Throwing T-Shirts Can Reach You",1
Nationals GM Introduces Players To New Stepmanager,1
NBA Draft Lottery Swells To 3 Zion Williamsons After No Winning Tickets Drawn,1
Upset Red Sox Fan Demands To Speak To Manager,1
MLB Scouts Impressed By Pitching Machine Consistently Hitting 90 On Radar Gun,1
Miami Marlins Looking At Eliminating Unprofitable Baseball Wing Of Organization,1
Los Angeles Plans To Hold 2028 Olympics In Toronto For The Tax Incentives,1
Video On Ref’s Replay Screen Just Adam Silver Demanding He Call Fewer Fouls On Warriors,1
Joel Embiid Downing Bucket Of Lukewarm Shrimp In Preparation For Game 3,1
"NHL Fans Claim Hockey Way More Fun If You There In Person, On Ice Playing Game",1
Kobe Bryant Confident He Could Still Berate Teammates For 20 Minutes A Night,1
"Enes Kanter Grateful To Escape From Oppressive, Failing Dictatorship In New York",1
Denver Nuggets Worried They Screwed Up Attempt To Tank For Zion Williamson,1
Easy-Going Mel Kiper Predicts Teams Will Do Whatever They Feel Is Right And We Shouldn’t Judge Them,1
Racine Legion To Select Second Overall In NFL Draft Using Pick Acquired In 1923,1
Steve Kerr Reminds Warriors To Seem Sad DeMarcus Cousins Injured,1
Kid About To Meet Brooklyn Nets Must Not Be Very Sick,1
Duke Anthropology Professor Devastated To Learn Promising Student Dropping Out,1
Lonzo Ball Chooses CAA To Represent Him As Father,1
Steve Ballmer Rewards Playoff-Bound Clippers With Complimentary Microsoft Office Upgrades,1
Bryce Harper Informs Phillies GM Of 2-Week Vacation In August He’d Planned Before Getting Job,1
Tom Izzo Calls 2019 Spartans Best Team He’s Ever Threatened With Violence,1
Total Weirdo Leading Bracket Pool After Picking Teams She Analyzed And Predicted Would Beat The Others,1
"Retiring Rob Gronkowski Admits He’ll Miss Teammates’ Blurry Faces, Fans Spinning Perpetually In The Stands",1
Zion Williamson In Panic After Realizing Game Falls On Same Night As Theater Club Production,1
NCAA Launches Investigation Into Why It Wasn’t Making Millions Off Recent College Admissions Scandal,1
Giants Consider Drafting Quarterback To Mentor Eli Manning,1
Dirk Nowitzki Shatters Backboard Glass With Powerful Soprano Singing Voice,1
